4404,53.052109,9.027252,2850,159,1669290227
4410,53.051956,9.019618,2775,159,1669290233
4416,53.051788,9.012299,2675,158,1669290239
4422,53.051674,9.005101,2575,158,1669290245
4428,53.051537,8.998116,2475,158,1669290251
4434,53.051376,8.990707,2400,157,1669290257
4441,53.051254,8.983756,2300,156,1669290264
4447,53.051102,8.976364,2250,153,1669290270
4452,53.050964,8.969193,2150,150,1669290275
4458,53.050827,8.96286,2050,146,1669290281
4465,53.050652,8.955741,1975,143,1669290288
4470,53.05051,8.949541,1900,138,1669290293
4477,53.050373,8.943107,1825,132,1669290300
4483,53.050232,8.936996,1750,131,1669290306
4488,53.050095,8.931198,1675,130,1669290311
4495,53.049957,8.925095,1625,130,1669290318
4500,53.049812,8.919172,1550,130,1669290323
4507,53.049675,8.913365,1450,129,1669290330
4513,53.049534,8.907244,1400,129,1669290336
4519,53.049442,8.901672,1325,128,1669290342
4525,53.049316,8.89534,1250,127,1669290348
4531,53.04921,8.889979,1175,126,1669290354
4537,53.049042,8.883667,1100,126,1669290360
4542,53.04895,8.878326,1050,127,1669290365
4548,53.04879,8.872245,975,127,1669290371
4555,53.04863,8.866501,925,128,1669290378
4564,53.048447,8.857346,800,126,1669290387
4572,53.048325,8.849723,700,124,1669290395
4580,53.048172,8.842087,600,123,1669290403
4588,53.047951,8.83497,525,125,1669290411
4596,53.047718,8.826887,425,127,1669290419
4603,53.047531,8.819962,350,131,1669290426
4608,53.04744,8.814087,275,132,1669290431
4615,53.047348,8.807678,200,130,1669290438
4619,53.047256,8.803329,125,129,1669290442
4629,53.04702,8.793928,75,122,1669290452
