10592,"38.643105,50.568176",35000,456,1669356588
10653,"38.532303,50.646137",35000,455,1669356649
10714,"38.418072,50.726135",35000,454,1669356710
10775,"38.30722,50.803585",35000,453,1669356771
10837,"38.192871,50.883121",35000,456,1669356833
10898,"38.077122,50.959545",35000,457,1669356894
10910,"38.053383,50.970531",35000,455,1669356906
10913,"38.047329,50.97298",35000,455,1669356909
10916,"38.040718,50.97543",35000,454,1669356912
10974,"37.92334,50.994209",35000,445,1669356970
10977,"37.917076,50.993877",35000,444,1669356973
10980,"37.910706,50.99345",35000,444,1669356976
10983,"37.904274,50.992863",35000,443,1669356979
10986,"37.898224,50.992207",35000,442,1669356982
10989,"37.892166,50.991348",35000,442,1669356985
10992,"37.886307,50.990475",35000,442,1669356988
10995,"37.880253,50.989399",35000,441,1669356991
10998,"37.874062,50.988205",35000,440,1669356994
11059,"37.751862,50.961159",35000,438,1669357055
11120,"37.629868,50.934021",35000,440,1669357116
11181,"37.508972,50.907253",35400,440,1669357177
11242,"37.385265,50.879833",36000,439,1669357238
11305,"37.259766,50.85215",36000,440,1669357301
11366,"37.136909,50.825081",36000,439,1669357362
11427,"37.013729,50.797974",36000,439,1669357423
11487,"36.892464,50.771465",36000,437,1669357483
11551,"36.765141,50.743687",36000,440,1669357547
11615,"36.637356,50.715755",36000,441,1669357611
11682,"36.502029,50.685997",35675,438,1669357678
11741,"36.386856,50.652008",35025,429,1669357737
11742,"36.384933,50.650921",35025,429,1669357738
11746,"36.379395,50.647774",35000,429,1669357742
11748,"36.37429,50.644695",35000,430,1669357744
11752,"36.368774,50.641251",35000,429,1669357748
11755,"36.36319,50.637531",35000,429,1669357751
11758,"36.358292,50.634098",35000,430,1669357754
11761,"36.352386,50.629807",35000,429,1669357757
11764,"36.347214,50.626087",35000,429,1669357760
11826,"36.240173,50.549557",35000,431,1669357822
11889,"36.132359,50.472595",35000,433,1669357885
11949,"36.027008,50.39772",35000,434,1669357945
12011,"35.9198,50.321533",35000,434,1669358007
12072,"35.812729,50.245678",35000,433,1669358068
12133,"35.706299,50.170727",35000,434,1669358129
12194,"35.599228,50.095425",35000,438,1669358190
12256,"35.490189,50.018978",34675,444,1669358252
12317,"35.381836,49.943275",34100,436,1669358313
12378,"35.272629,49.867176",34000,446,1669358374
12440,"35.162476,49.79071",34025,442,1669358436
12501,"35.052933,49.714367",34000,444,1669358497
12511,"35.037636,49.700031",34000,440,1669358507
12514,"35.033119,49.694939",34000,439,1669358510
12517,"35.028835,49.68956",34000,438,1669358513
12520,"35.024734,49.683987",34000,437,1669358516
12523,"35.02066,49.678101",34000,437,1669358519
12526,"35.016907,49.672161",34000,436,1669358522
12530,"35.012871,49.665298",34000,436,1669358526
12532,"35.009674,49.659435",34000,436,1669358528
12535,"35.006516,49.65316",34000,435,1669358531
12538,"35.003448,49.646656",34000,436,1669358534
12542,"35.000534,49.63995",34000,436,1669358538
12544,"34.997955,49.633484",34000,435,1669358540
12547,"34.995552,49.627018",34000,434,1669358543
12551,"34.992992,49.619865",34000,434,1669358547
12554,"34.990246,49.61237",34000,434,1669358550
12557,"34.987793,49.605515",34000,434,1669358553
12560,"34.986149,49.600925",34000,434,1669358556
12563,"34.982658,49.591312",34000,434,1669358559
12622,"34.935452,49.460049",34000,437,1669358618
12687,"34.886711,49.311447",34000,437,1669358683
12747,"34.852249,49.171104",34000,430,1669358743
12810,"34.816463,49.026089",34000,429,1669358806
12873,"34.780289,48.880585",33975,428,1669358869
12936,"34.744263,48.73621",34000,431,1669358932
12999,"34.707348,48.589325",34000,428,1669358995
13063,"34.670944,48.445415",34000,424,1669359059
13126,"34.634171,48.30072",34000,425,1669359122
13189,"34.597549,48.15728",34000,421,1669359185
13253,"34.560745,48.013672",34000,422,1669359249
13315,"34.524536,47.87344",33975,421,1669359311
13379,"34.488052,47.732681",33975,406,1669359375
13441,"34.453033,47.598602",34000,408,1669359437
13505,"34.417465,47.462788",34000,410,1669359501
13567,"34.380707,47.323551",34025,403,1669359563
13627,"34.340378,47.198833",34000,404,1669359623
13691,"34.278881,47.076015",33975,404,1669359687
13751,"34.210075,46.966896",34025,407,1669359747
13814,"34.138596,46.855457",34000,399,1669359810
13854,"34.093277,46.785",34000,398,1669359850
13941,"33.995407,46.633545",34000,396,1669359937
14002,"33.925968,46.52647",34025,398,1669359998
14063,"33.857491,46.421242",33975,393,1669360059
14128,"33.784103,46.308773",34000,397,1669360124
14192,"33.711594,46.19796",34000,393,1669360188
14254,"33.641998,46.091938",34000,390,1669360250
14316,"33.573486,45.98608",34000,388,1669360312
14377,"33.512146,45.87962",33700,385,1669360373
14438,"33.446411,45.776897",33225,388,1669360434
14502,"33.37738,45.666706",33000,381,1669360498
14535,"33.343735,45.608917",33000,383,1669360531
14538,"33.341831,45.603409",33000,384,1669360534
14541,"33.340015,45.597298",33000,383,1669360537
14545,"33.33815,45.590187",33000,383,1669360541
14547,"33.337006,45.584858",33000,384,1669360543
14551,"33.335964,45.579361",33000,385,1669360547
14554,"33.33466,45.571011",33000,386,1669360550
14557,"33.333961,45.56501",33000,387,1669360553
14560,"33.333405,45.558563",33000,387,1669360556
14563,"33.333031,45.55212",33000,389,1669360559
14566,"33.332893,45.545616",33000,390,1669360562
14569,"33.332977,45.53833",33000,391,1669360565
14572,"33.33316,45.531792",33000,392,1669360568
14575,"33.333359,45.525944",33000,393,1669360571
14578,"33.333572,45.519157",33000,393,1669360574
14581,"33.333801,45.512733",33000,393,1669360577
14584,"33.334057,45.50621",33000,394,1669360580
14648,"33.339737,45.366417",33000,397,1669360644
14712,"33.345089,45.226059",33000,400,1669360708
14773,"33.350021,45.092377",33000,396,1669360769
14834,"33.354866,44.956223",33000,414,1669360830
14895,"33.350693,44.816418",33150,414,1669360891
14956,"33.33033,44.681229",33725,409,1669360952
15017,"33.308685,44.546871",34000,407,1669361013
15079,"33.286652,44.410255",34000,406,1669361075
15142,"33.276516,44.266605",34000,410,1669361138
15203,"33.269672,44.131519",34000,407,1669361199
15263,"33.262691,43.996601",34000,402,1669361259
15325,"33.255524,43.861347",34000,398,1669361321
15386,"33.248291,43.727619",34000,401,1669361382
15447,"33.240784,43.591278",34000,402,1669361443
15508,"33.233093,43.454277",34000,405,1669361504
15569,"33.225357,43.318924",34000,405,1669361565
15633,"33.21698,43.175667",34000,406,1669361629
15697,"33.208549,43.033672",34000,407,1669361693
15758,"33.200272,42.897545",34000,410,1669361754
15818,"33.191978,42.761814",34000,411,1669361814
15882,"33.182808,42.616585",34000,411,1669361878
15942,"33.174088,42.480888",34000,410,1669361938
16006,"33.1647,42.337215",34000,412,1669362002
16066,"33.15564,42.200356",34000,413,1669362062
16128,"33.146309,42.062222",34000,414,1669362124
16189,"33.136734,41.923004",34000,410,1669362185
16249,"33.12735,41.787323",34000,410,1669362245
16313,"33.117214,41.644573",34000,412,1669362309
16363,"33.10907,41.530617",34000,416,1669362359
16449,"33.094666,41.333477",34000,416,1669362445
16510,"33.084824,41.194832",34000,415,1669362506
16573,"33.085793,41.048847",34000,418,1669362569
16587,"33.086212,41.016785",34000,420,1669362583
16674,"33.088943,40.816021",34000,419,1669362670
16686,"33.089218,40.79427",34000,419,1669362682
16773,"33.091797,40.587982",34000,418,1669362769
16809,"33.092743,40.505547",34000,420,1669362805
16836,"33.093384,40.443642",34000,419,1669362832
16926,"33.095428,40.235687",34000,421,1669362922
16947,"33.09581,40.18766",34000,421,1669362943
17038,"33.097385,39.97583",34000,421,1669363034
17102,"33.098316,39.828747",34000,420,1669363098
17516,"33.080841,38.875011",34000,414,1669363512
17534,"33.071777,38.835899",34000,413,1669363530
17622,"33.021057,38.651989",34000,407,1669363618
17631,"33.014008,38.626778",34000,407,1669363627
17717,"32.963314,38.445702",34000,406,1669363713
